epoch	train_loss	test_loss	test_acc	test_f1	test_auc
1	0.693466	0.693140	0.500469	0.666875	0.511156
2	0.693287	0.693169	0.500000	0.000000	0.550839
3	0.693220	0.693132	0.489687	0.588769	0.505802
4	0.693224	0.693137	0.500000	0.666667	0.509044
5	0.693184	0.692696	0.516719	0.399767	0.531567
