read_uid	y_sim	anomaly_score	iso_label
NC_039553.1_127_517_7:0:0_1:0:0_f2e/F	0	0.41998013541582235	1
NC_039553.1_127_521_5:0:0_6:0:0_1877/F	0	0.42759705564158823	1
NC_039553.1_128_711_14:0:0_11:0:0_1239/F	0	0.42759705564158823	1
NC_039553.1_129_581_5:0:0_7:0:0_1c0d/F	0	0.4212422481652157	1
NC_039553.1_132_657_5:0:0_4:0:0_459/F	0	0.4871657723926676	1
NC_039553.1_132_613_7:0:0_7:0:0_1f05/F	0	0.4270639418861279	1
NC_039553.1_135_609_6:0:0_8:0:0_ced/F	0	0.4263994315670854	1
NC_039553.1_135_614_9:0:0_10:0:0_20ec/F	0	0.45140627692926966	1
NC_039553.1_136_634_7:0:0_8:0:0_ebc/F	0	0.43649269878225266	1
NC_039553.1_138_655_6:0:0_10:0:0_21c/F	0	0.41920882387172853	1
NC_039553.1_138_592_3:0:0_8:0:0_ed9/F	0	0.4263994315670854	1
NC_039553.1_139_623_8:0:0_10:0:0_17be/F	0	0.4447212723844927	1
NC_039553.1_142_640_9:0:0_6:0:0_109/F	0	0.4195545773353639	1
NC_039553.1_142_619_7:0:0_4:0:0_1258/F	0	0.4263994315670854	1
NC_039553.1_146_632_7:0:0_11:0:0_286/F	0	0.4250098300710709	1
NC_039553.1_148_728_4:0:0_8:0:0_1297/F	0	0.4243250283339871	1
NC_039553.1_153_550_6:0:0_12:0:0_855/F	0	0.4170715625665327	1
NC_039553.1_154_664_10:0:0_4:0:0_10ea/F	0	0.4342035202389813	1
NC_039553.1_154_602_8:0:0_9:0:0_1fe0/F	0	0.5309012812435979	1
NC_039553.1_155_692_7:0:0_8:0:0_130a/F	0	0.4165206489923159	1
NC_039553.1_157_617_9:0:0_12:0:0_2394/F	0	0.47721413582965466	1
NC_039553.1_159_611_4:0:0_9:0:0_79a/F	0	0.4561799837776036	1
NC_039553.1_163_619_4:0:0_10:0:0_94/F	0	0.4238461052619154	1
NC_039553.1_164_678_8:0:0_4:0:0_ad9/F	0	0.41658529485052315	1
NC_039553.1_165_582_7:0:0_8:0:0_89e/F	0	0.41418814124192477	1
NC_039553.1_174_695_10:0:0_3:0:0_b03/F	0	0.4158965603819128	1
NC_039553.1_174_672_8:0:0_6:0:0_e5d/F	0	0.48866349670686576	1
NC_039553.1_177_705_9:0:0_6:0:0_20d/F	0	0.42248786784606657	1
NC_039553.1_180_631_4:0:0_3:0:0_1c44/F	0	0.43126075560478483	1
NC_039553.1_184_718_9:0:0_10:0:0_315/F	0	0.4315987685407628	1
NC_039553.1_184_707_8:0:0_4:0:0_1748/F	0	0.419205043243271	1
NC_039553.1_184_644_9:0:0_9:0:0_22d3/F	0	0.419205043243271	1
NC_039553.1_185_725_4:0:0_2:0:0_1b2a/F	0	0.41202541613164834	1
NC_039553.1_187_657_9:0:0_13:0:0_1d71/F	0	0.5473936674421253	1
NC_039553.1_187_655_5:0:0_8:0:0_20c4/F	0	0.42979882590195934	1
NC_039553.1_188_673_8:0:0_6:0:0_220f/F	0	0.4870069776027325	1
NC_039553.1_188_643_9:0:0_7:0:0_263e/F	0	0.4119694100393747	1
NC_039553.1_189_661_10:0:0_6:0:0_1779/F	0	0.48367669412902725	1
NC_039553.1_189_711_6:0:0_11:0:0_1af0/F	0	0.41195572933595176	1
NC_039553.1_190_608_6:0:0_6:0:0_aa1/F	0	0.41195572933595176	1
NC_039553.1_191_683_6:0:0_9:0:0_291/F	0	0.41913414214091255	1
NC_039553.1_191_703_9:0:0_13:0:0_17eb/F	0	0.4314527863243492	1
NC_039553.1_192_704_11:0:0_5:0:0_8/F	0	0.43353154362368834	1
NC_039553.1_198_699_5:0:0_5:0:0_26df/F	0	0.4185023530469209	1
NC_039553.1_201_682_4:0:0_8:0:0_1619/F	0	0.4185023530469209	1
NC_039553.1_201_757_10:0:0_9:0:0_2057/F	0	0.6408836686643273	-1
NC_039553.1_207_813_7:0:0_7:0:0_d07/F	0	0.4113347607465823	1
NC_039553.1_208_738_5:0:0_9:0:0_1036/F	0	0.4113484208281604	1
NC_039553.1_208_656_11:0:0_7:0:0_146b/F	0	0.4185023530469209	1
NC_039553.1_208_670_6:0:0_6:0:0_1798/F	0	0.4185023530469209	1
NC_039553.1_208_757_11:0:0_4:0:0_1d6a/F	0	0.5434405864550494	1
NC_039553.1_211_673_3:0:0_9:0:0_cd/F	0	0.41138597446636826	1
NC_039553.1_211_761_3:0:0_7:0:0_2443/F	0	0.4113484208281604	1
NC_039553.1_210_686_6:0:0_1:0:0_2014/F	0	0.6693735625445412	-1
NC_039553.1_216_745_10:0:0_6:0:0_172a/F	0	0.4113484208281604	1
NC_039553.1_216_696_5:0:0_6:0:0_2634/F	0	0.41138597446636826	1
NC_039553.1_218_709_7:0:0_9:0:0_e3d/F	0	0.4116876912183891	1
NC_039553.1_218_815_8:0:0_4:0:0_1d9f/F	0	0.4125845937863315	1
NC_039553.1_221_700_13:0:0_9:0:0_2597/F	0	0.5610648202525587	1
NC_039553.1_223_689_9:0:0_4:0:0_69a/F	0	0.4185023530469209	1
NC_039553.1_214_732_9:0:0_5:0:0_2204/F	0	0.5971059205480596	1
NC_039553.1_233_750_8:0:0_9:0:0_2154/F	0	0.41785804122845377	1
NC_039553.1_233_711_5:0:0_4:0:0_2623/F	0	0.4792148098169401	1
NC_039553.1_234_698_10:0:0_9:0:0_109c/F	0	0.44394060099746124	1
NC_039553.1_235_722_7:0:0_4:0:0_29a/F	0	0.4125550427399466	1
NC_039553.1_235_779_7:0:0_9:0:0_12dc/F	0	0.4177271880554685	1
NC_039553.1_235_723_5:0:0_13:0:0_1d32/F	0	0.4321431799561522	1
NC_039553.1_236_742_11:0:0_9:0:0_1c2b/F	0	0.4177271880554685	1
NC_039553.1_236_803_4:0:0_6:0:0_22b4/F	0	0.41289297006762815	1
NC_039553.1_239_765_8:0:0_8:0:0_2114/F	0	0.6448439503856412	-1
NC_039553.1_240_769_16:0:0_11:0:0_c96/F	0	0.4177271880554685	1
NC_039553.1_241_790_9:0:0_6:0:0_160a/F	0	0.4713585422111602	1
NC_039553.1_242_775_8:0:0_8:0:0_5e5/F	0	0.4199283589775797	1
NC_039553.1_10_391_9:0:0_8:0:0_256b/R	0	0.4928933131519213	1
NC_039553.1_246_791_5:0:0_7:0:0_a35/F	0	0.542182053197369	1
NC_039553.1_246_689_3:0:0_8:0:0_cf7/F	0	0.4198517213276724	1
NC_039553.1_249_740_6:0:0_4:0:0_25f1/F	0	0.41039297537614783	1
NC_039553.1_252_838_11:0:0_4:0:0_1602/F	0	0.46827228150464933	1
NC_039553.1_252_739_5:0:0_4:0:0_2192/F	0	0.4603246751473103	1
NC_039553.1_255_804_6:0:0_11:0:0_265e/F	0	0.41882862856052533	1
NC_039553.1_257_708_7:0:0_7:0:0_e9f/F	0	0.4824252493095606	1
NC_039553.1_258_731_7:0:0_4:0:0_6e5/F	0	0.5452309352676256	1
NC_039553.1_258_706_11:0:0_8:0:0_1dd4/F	0	0.4826701131724293	1
NC_039553.1_260_854_6:0:0_6:0:0_403/F	0	0.4847633056077503	1
NC_039553.1_261_675_7:0:0_5:0:0_118b/F	0	0.4088927990896545	1
NC_039553.1_265_715_9:0:0_7:0:0_138f/F	0	0.42686632549853215	1
NC_039553.1_265_812_8:0:0_10:0:0_1c12/F	0	0.4171840111824448	1
NC_039553.1_265_772_3:0:0_10:0:0_2686/F	0	0.4266709427218203	1
NC_039553.1_269_762_9:0:0_4:0:0_1255/F	0	0.40855429280284516	1
NC_039553.1_271_712_7:0:0_6:0:0_1199/F	0	0.4262278107926117	1
NC_039553.1_272_714_5:0:0_14:0:0_1a52/F	0	0.41638661385938436	1
NC_039553.1_273_800_6:0:0_4:0:0_1f3e/F	0	0.428009850457845	1
NC_039553.1_274_859_6:0:0_3:0:0_bd4/F	0	0.4073301953054745	1
NC_039553.1_274_814_5:0:0_6:0:0_17b1/F	0	0.4144142448856408	1
NC_039553.1_43_423_11:0:0_5:0:0_12c2/R	0	0.40736738210384565	1
NC_039553.1_275_710_6:0:0_12:0:0_79f/F	0	0.4073301953054745	1
NC_039553.1_275_817_10:0:0_12:0:0_2047/F	0	0.40736738210384565	1
NC_039553.1_276_760_4:0:0_10:0:0_152b/F	0	0.487909469399793	1
NC_039553.1_276_772_11:0:0_5:0:0_2627/F	0	0.487909469399793	1
NC_039553.1_12_427_9:0:0_9:0:0_157/R	0	0.4262278107926117	1
NC_039553.1_280_845_8:0:0_7:0:0_153/F	0	0.4094798188342189	1
NC_039553.1_4_430_13:0:0_11:0:0_243d/R	0	0.414484347566003	1
NC_039553.1_282_775_6:0:0_2:0:0_201c/F	0	0.4094798188342189	1
NC_039553.1_285_755_5:0:0_10:0:0_f17/F	0	0.424416607857006	1
NC_039553.1_287_729_8:0:0_5:0:0_1bd7/F	0	0.41376699330904276	1
NC_039553.1_288_821_12:0:0_10:0:0_1a63/F	0	0.40673113664757754	1
NC_039553.1_289_791_13:0:0_7:0:0_216a/F	0	0.4931151035597992	1
NC_039553.1_291_744_5:0:0_5:0:0_132f/F	0	0.4753131217578685	1
NC_039553.1_292_814_9:0:0_9:0:0_b4a/F	0	0.4466730145492304	1
NC_039553.1_291_803_6:0:0_7:0:0_d88/F	0	0.641912619818349	-1
NC_039553.1_23_443_2:0:0_8:0:0_1909/R	0	0.4052895524526825	1
NC_039553.1_298_807_4:0:0_6:0:0_3c1/F	0	0.4146910284402708	1
NC_039553.1_300_804_6:0:0_8:0:0_1d9d/F	0	0.4141778401044621	1
NC_039553.1_301_812_8:0:0_9:0:0_205f/F	0	0.5433443261065385	1
NC_039553.1_302_820_4:0:0_14:0:0_32/F	0	0.4139368599497129	1
NC_039553.1_34_452_2:0:0_16:0:0_d95/R	0	0.5197489288759167	1
NC_039553.1_304_830_5:0:0_9:0:0_ace/F	0	0.4121758377608658	1
NC_039553.1_304_793_9:0:0_11:0:0_fd1/F	0	0.4121758377608658	1
NC_039553.1_305_872_17:0:0_7:0:0_202/F	0	0.5197489288759167	1
NC_039553.1_305_810_8:0:0_7:0:0_1648/F	0	0.6394562237159418	-1
NC_039553.1_305_803_7:0:0_8:0:0_1dc2/F	0	0.4121758377608658	1
NC_039553.1_306_861_8:0:0_7:0:0_6b4/F	0	0.4051390146327196	1
NC_039553.1_308_824_7:0:0_11:0:0_18f6/F	0	0.43392872570663715	1
NC_039553.1_310_934_10:0:0_8:0:0_1706/F	0	0.5457304745874161	1
NC_039553.1_312_859_7:0:0_4:0:0_7f6/F	0	0.44326884893479956	1
NC_039553.1_313_909_14:0:0_8:0:0_702/F	0	0.4254451976266206	1
NC_039553.1_314_752_7:0:0_7:0:0_8e0/F	0	0.40622556444715513	1
NC_039553.1_314_837_9:0:0_11:0:0_1b15/F	0	0.4114736727693018	1
NC_039553.1_317_771_6:0:0_11:0:0_88f/F	0	0.42339385474154717	1
NC_039553.1_319_796_14:0:0_3:0:0_13cd/F	0	0.5424997084776787	1
NC_039553.1_321_864_7:0:0_5:0:0_2602/F	0	0.4212190946853353	1
NC_039553.1_323_768_5:0:0_7:0:0_2136/F	0	0.4931015306436586	1
NC_039553.1_325_878_6:0:0_4:0:0_27d/F	0	0.5263765178294955	1
NC_039553.1_323_821_8:0:0_4:0:0_bab/F	0	0.6616136160967092	-1
NC_039553.1_325_851_12:0:0_12:0:0_21f4/F	0	0.5005276812130196	1
NC_039553.1_327_871_9:0:0_13:0:0_26fd/F	0	0.4728191284678912	1
NC_039553.1_55_477_15:0:0_11:0:0_2408/R	0	0.5752360814635042	1
NC_039553.1_67_479_5:0:0_7:0:0_1539/R	0	0.4106689587006513	1
NC_039553.1_18_482_5:0:0_7:0:0_1e4b/R	0	0.4728191284678912	1
NC_039553.1_335_801_8:0:0_5:0:0_24b4/F	0	0.42938649674376234	1
NC_039553.1_337_863_6:0:0_7:0:0_1a28/F	0	0.4105300556982028	1
NC_039553.1_32_487_8:0:0_8:0:0_20f5/R	0	0.42938649674376234	1
NC_039553.1_339_912_5:0:0_7:0:0_610/F	0	0.405458526152613	1
NC_039553.1_339_878_7:0:0_8:0:0_fce/F	0	0.4105300556982028	1
NC_039553.1_340_821_6:0:0_9:0:0_3b5/F	0	0.4035574139641382	1
NC_039553.1_340_807_7:0:0_10:0:0_24b3/F	0	0.405458526152613	1
NC_039553.1_12_489_8:0:0_9:0:0_86f/R	0	0.4056578943301337	1
NC_039553.1_341_864_6:0:0_8:0:0_1c37/F	0	0.405458526152613	1
NC_039553.1_38_482_5:0:0_6:0:0_1022/R	0	0.5461256056631251	1
NC_039553.1_340_720_5:0:0_4:0:0_c7d/F	0	0.6382070589620861	-1
NC_039553.1_344_811_12:0:0_5:0:0_1eac/F	0	0.42283375898714265	1
NC_039553.1_5_495_6:0:0_11:0:0_1d49/R	0	0.4124542930883961	1
NC_039553.1_336_907_8:0:0_8:0:0_d58/F	0	0.5427023368711843	1
NC_039553.1_62_500_6:0:0_4:0:0_1b5e/R	0	0.4323082094811221	1
NC_039553.1_352_886_9:0:0_10:0:0_856/F	0	0.45307753663009864	1
NC_039553.1_353_844_11:0:0_5:0:0_1a14/F	0	0.48662315956491814	1
NC_039553.1_356_907_6:0:0_11:0:0_2415/F	0	0.42364409307864553	1
NC_039553.1_357_848_7:0:0_4:0:0_1b47/F	0	0.5092029113597092	1
NC_039553.1_57_508_7:0:0_5:0:0_2c/R	0	0.42247630574482986	1
NC_039553.1_11_509_6:0:0_11:0:0_a19/R	0	0.402789265642399	1
NC_039553.1_361_927_6:0:0_2:0:0_22af/F	0	0.40990165294060144	1
NC_039553.1_361_979_8:0:0_3:0:0_240d/F	0	0.6384835078032324	-1
NC_039553.1_362_808_9:0:0_6:0:0_16fa/F	0	0.45552557607721406	1
NC_039553.1_363_926_10:0:0_5:0:0_54a/F	0	0.49553702826893214	1
NC_039553.1_363_815_6:0:0_5:0:0_757/F	0	0.4121753265412158	1
NC_039553.1_363_869_5:0:0_7:0:0_198e/F	0	0.40990165294060144	1
NC_039553.1_363_866_10:0:0_7:0:0_2553/F	0	0.4898488272996655	1
NC_039553.1_364_903_6:0:0_6:0:0_142/F	0	0.4876355662483912	1
NC_039553.1_363_834_7:0:0_4:0:0_1a05/F	0	0.639427620684062	-1
NC_039553.1_14_515_7:0:0_7:0:0_20a4/R	0	0.4027524967603883	1
NC_039553.1_367_814_9:0:0_5:0:0_b91/F	0	0.40913055541661875	1
NC_039553.1_19_516_6:0:0_8:0:0_c1a/R	0	0.4317390696911177	1
NC_039553.1_127_517_7:0:0_1:0:0_f2e/R	0	0.43121858468557267	1
NC_039553.1_97_517_6:0:0_4:0:0_1732/R	0	0.4117851467271427	1
NC_039553.1_369_879_4:0:0_8:0:0_1e69/F	0	0.43121858468557267	1
NC_039553.1_370_845_1:0:0_9:0:0_ec3/F	0	0.45437743234129835	1
NC_039553.1_370_893_7:0:0_7:0:0_12e0/F	0	0.44259889405824754	1
NC_039553.1_17_520_4:0:0_8:0:0_25c/R	0	0.40355703738269794	1
NC_039553.1_34_520_8:0:0_3:0:0_691/R	0	0.43114565170562785	1
NC_039553.1_372_847_6:0:0_6:0:0_858/F	0	0.4312932563707758	1
NC_039553.1_372_909_12:0:0_10:0:0_85b/F	0	0.43166604868036007	1
NC_039553.1_372_889_5:0:0_7:0:0_f92/F	0	0.43114565170562785	1
NC_039553.1_127_521_5:0:0_6:0:0_1877/R	0	0.4682918027101344	1
NC_039553.1_18_522_8:0:0_9:0:0_c84/R	0	0.4090613582352988	1
NC_039553.1_6_523_6:0:0_9:0:0_82c/R	0	0.43114565170562785	1
NC_039553.1_376_937_7:0:0_7:0:0_d01/F	0	0.42148274841546335	1
NC_039553.1_20_525_9:0:0_10:0:0_1b37/R	0	0.4110496690391422	1
NC_039553.1_15_525_9:0:0_9:0:0_1e76/R	0	0.411136446302388	1
NC_039553.1_377_848_8:0:0_9:0:0_1def/F	0	0.4781570734850318	1
NC_039553.1_379_857_8:0:0_7:0:0_196e/F	0	0.43059109919247696	1
NC_039553.1_41_525_6:0:0_11:0:0_45e/R	0	0.6677240842174414	-1
NC_039553.1_381_1002_14:0:0_10:0:0_1db/F	0	0.5068619223489846	1
NC_039553.1_383_922_2:0:0_7:0:0_bf1/F	0	0.403256654409224	1
NC_039553.1_63_532_12:0:0_9:0:0_807/R	0	0.4085352112050668	1
NC_039553.1_386_755_8:0:0_3:0:0_254f/F	0	0.6614774818713733	-1
NC_039553.1_28_536_8:0:0_5:0:0_1f82/R	0	0.4082572611916476	1
NC_039553.1_388_933_5:0:0_11:0:0_23fc/F	0	0.47068342824231957	1
NC_039553.1_75_537_7:0:0_11:0:0_2116/R	0	0.47068342824231957	1
NC_039553.1_390_830_3:0:0_7:0:0_1f07/F	0	0.5103316583048361	1
NC_039553.1_391_859_7:0:0_5:0:0_240b/F	0	0.4647492225620304	1
NC_039553.1_80_540_12:0:0_3:0:0_dc2/R	0	0.47068342824231957	1
NC_039553.1_3_540_8:0:0_6:0:0_ef2/R	0	0.47741920915736213	1
NC_039553.1_392_815_6:0:0_3:0:0_ea2/F	0	0.4016194839510968	1
NC_039553.1_387_811_11:0:0_12:0:0_156c/F	0	0.6401095934080964	-1
NC_039553.1_48_505_7:0:0_13:0:0_54b/R	0	0.6017962546520599	1
NC_039553.1_393_795_9:0:0_7:0:0_99d/F	0	0.41118593970077577	1
NC_039553.1_36_542_8:0:0_9:0:0_1c3d/R	0	0.4082572611916476	1
NC_039553.1_394_971_7:0:0_5:0:0_2697/F	0	0.4082572611916476	1
NC_039553.1_396_943_8:0:0_9:0:0_19ba/F	0	0.4016194839510968	1
NC_039553.1_53_545_8:0:0_11:0:0_237d/R	0	0.4016194839510968	1
NC_039553.1_100_546_11:0:0_5:0:0_1db9/R	0	0.4082572611916476	1
NC_039553.1_106_546_8:0:0_3:0:0_241a/R	0	0.4016194839510968	1
NC_039553.1_153_550_6:0:0_12:0:0_855/R	0	0.40773409034137614	1
NC_039553.1_74_552_7:0:0_8:0:0_b38/R	0	0.4011048192362771	1
NC_039553.1_48_553_10:0:0_6:0:0_5d2/R	0	0.40773409034137614	1
NC_039553.1_405_903_6:0:0_6:0:0_104f/F	0	0.40269796232485905	1
NC_039553.1_70_555_6:0:0_4:0:0_49b/R	0	0.402521487708319	1
NC_039553.1_68_556_5:0:0_4:0:0_499/R	0	0.40269796232485905	1
NC_039553.1_409_939_8:0:0_9:0:0_919/F	0	0.46789833998152347	1
NC_039553.1_21_560_10:0:0_9:0:0_169b/R	0	0.40008804281375543	1
NC_039553.1_412_880_10:0:0_12:0:0_454/F	0	0.42861546019560887	1
NC_039553.1_414_997_4:0:0_13:0:0_225f/F	0	0.4019196137949283	1
NC_039553.1_67_566_8:0:0_8:0:0_22d5/R	0	0.420710642838433	1
NC_039553.1_418_876_7:0:0_7:0:0_11ef/F	0	0.4317046690227958	1
NC_039553.1_419_876_10:0:0_9:0:0_77d/F	0	0.40181086654977405	1
NC_039553.1_75_568_9:0:0_6:0:0_b90/R	0	0.40690848181151235	1
NC_039553.1_109_569_11:0:0_4:0:0_7ae/R	0	0.40041802591211756	1
NC_039553.1_421_952_8:0:0_6:0:0_af5/F	0	0.461715057062521	1
NC_039553.1_421_1003_9:0:0_5:0:0_b02/F	0	0.46162772680500297	1
NC_039553.1_422_841_10:0:0_11:0:0_1ba2/F	0	0.4298995254744016	1
NC_039553.1_422_905_8:0:0_5:0:0_1c04/F	0	0.46204376093067123	1
NC_039553.1_422_813_6:0:0_7:0:0_25de/F	0	0.46162772680500297	1
NC_039553.1_59_571_5:0:0_6:0:0_675/R	0	0.46759360610122297	1
NC_039553.1_25_571_7:0:0_8:0:0_1932/R	0	0.46162772680500297	1
NC_039553.1_423_910_5:0:0_9:0:0_5b6/F	0	0.4001245684471366	1
NC_039553.1_423_858_12:0:0_13:0:0_137a/F	0	0.4019398319837764	1
NC_039553.1_423_863_7:0:0_8:0:0_2537/F	0	0.4298995254744016	1
NC_039553.1_77_572_2:0:0_10:0:0_f56/R	0	0.40690848181151235	1
NC_039553.1_51_572_3:0:0_4:0:0_1a7e/R	0	0.4001245684471366	1
