epoch	train_loss	test_loss	test_acc	test_f1	test_auc
1	0.762167	0.694263	0.500313	0.039640	0.512702
2	0.695436	0.693152	0.500000	0.000000	0.500000
3	0.693221	0.693188	0.500000	0.000000	0.500000
