iter	Logloss
130	0.400773645
131	0.4007134302
132	0.4006464213
133	0.4005994443
134	0.4005264832
135	0.4004643206
136	0.400425715
137	0.4004151696
138	0.4003633548
139	0.4003387114
140	0.4002126853
141	0.4001847073
142	0.4001099411
143	0.400099572
144	0.4000347267
145	0.3999501293
146	0.399899895
147	0.3998589425
148	0.3996818074
149	0.3996138001
150	0.399549958
151	0.3994461945
152	0.3994038825
153	0.3993687234
154	0.3992886414
155	0.3992739418
156	0.3992420181
157	0.3992093984
158	0.3991264187
159	0.3991076408
160	0.399073285
161	0.3990293945
162	0.3989253235
163	0.3988596225
164	0.3987549928
165	0.3986779801
166	0.398530717
167	0.3984337829
168	0.3983768341
169	0.3983245325
170	0.398270276
171	0.3982453149
172	0.3981993076
173	0.3981062078
174	0.3980794144
175	0.3980475338
176	0.3979835591
177	0.3979784614
178	0.3979325479
179	0.3978922021
180	0.3978100706
181	0.3978029579
182	0.3976518009
183	0.3976092708
184	0.3975620628
185	0.3975079039
186	0.3974935054
187	0.3974671552
188	0.3974093138
189	0.3973665276
190	0.3973243422
191	0.3972820536
192	0.397230077
193	0.3971957306
194	0.3971416671
195	0.3971288487
196	0.3971156833
197	0.3971050747
198	0.3970753399
199	0.3970205985
200	0.397006041
201	0.3969613788
202	0.3969293052
203	0.3968118369
204	0.3967861803
205	0.39674819
206	0.396720077
207	0.3966791015
208	0.3966474329
209	0.3966283746
210	0.3965926679
211	0.3965783197
212	0.3965509603
213	0.3965010432
214	0.3964972951
215	0.3964784335
216	0.396435533
217	0.3964231085
218	0.396399938
219	0.3963818879
220	0.3963503558
221	0.3962987417
222	0.396240569
223	0.3962235763
224	0.3961785693
225	0.3961660103
226	0.3961277349
227	0.396113365
228	0.3960845644
229	0.3960486078
230	0.3960320896
231	0.3959981209
232	0.3959851594
233	0.3959638306
234	0.3959393596
235	0.3959198563
236	0.3958596141
237	0.3958472192
238	0.3957511045
239	0.3957356647
240	0.3957029549
241	0.3956681435
242	0.3956404641
243	0.3956037579
244	0.3955841878
245	0.3955309523
246	0.3955224264
247	0.3954985611
248	0.3954548293
249	0.3953283194
250	0.3953001598
251	0.395226755
252	0.3951961244
253	0.395170365
254	0.395113617
255	0.395078189
256	0.3950317842
257	0.3950146623
258	0.3949759916
259	0.394957595
260	0.3949265662
261	0.3948992326
262	0.3948424562
263	0.3948274398
264	0.3947610888
265	0.3947291717
266	0.3947050918
267	0.3946923071
268	0.3946871836
269	0.3946655651
270	0.3946466134
271	0.3945912882
272	0.3945614496
273	0.3944775127
274	0.3944343358
275	0.3944055539
276	0.3943791653
277	0.3943695311
278	0.3943047161
279	0.3942725535
280	0.3942661077
281	0.3942486263
282	0.3942408321
283	0.3942248356
284	0.3941743713
285	0.3941640222
286	0.3940743628
287	0.3940295395
288	0.3940075173
289	0.3939990312
290	0.3939713627
291	0.3939615941
292	0.3939526082
293	0.3939324379
294	0.3939255471
295	0.3938416691
296	0.3938248812
297	0.393789725
298	0.3937879849
299	0.3937595967
300	0.3937514092
301	0.3937113767
302	0.3936945639
303	0.39365811
304	0.3935990925
305	0.393554351
306	0.3935395319
307	0.3935092238
308	0.3934991337
309	0.3934859223
310	0.3934764829
311	0.3934589978
312	0.3934333556
313	0.3933907358
314	0.3933621624
315	0.3933583935
316	0.3933282037
317	0.3933020572
318	0.3932916524
319	0.3932853204
320	0.3932641535
321	0.3932301657
322	0.3932079328
323	0.3931533091
324	0.3930940269
325	0.3930125232
326	0.392949496
327	0.3929025508
328	0.3928614586
329	0.3928483344
330	0.3928227388
331	0.3927785847
332	0.3927273435
333	0.3927225137
334	0.392688892
335	0.3926742496
336	0.3926581543
337	0.3926090649
338	0.3926068
339	0.3925911643
340	0.3925762344
341	0.3925508351
342	0.3925400335
343	0.3925223921
344	0.3925113398
345	0.3925029421
346	0.3924962565
347	0.3924630589
348	0.3924485332
349	0.3924327191
350	0.3923762491
351	0.3922835936
352	0.3922197524
353	0.3922019764
354	0.3921977446
355	0.392158532
356	0.3921223378
357	0.3921096752
358	0.3921091517
359	0.3920926487
360	0.3920855687
361	0.3920684792
362	0.3920352759
363	0.3920323709
364	0.3920030464
365	0.3919937433
366	0.3919458048
367	0.3918845137
368	0.3918553009
369	0.3918498609
370	0.3918389272
371	0.3918351569
372	0.3918223869
373	0.3917967812
374	0.3917696029
375	0.3917638414
376	0.3917369811
377	0.3917183081
378	0.3916873515
379	0.3916739954
380	0.3916642452
381	0.3916220579
382	0.3916105566
383	0.3916038424
384	0.3916038723
385	0.3916013289
386	0.3915861767
387	0.3915715186
388	0.3915648437
389	0.3915335633
390	0.391528215
391	0.3915260698
392	0.391524105
393	0.3915056004
394	0.3914891096
395	0.3914663219
396	0.3914656051
397	0.391450078
398	0.3914450401
399	0.3914160029
400	0.391413799
401	0.3914110664
402	0.3913948837
403	0.3913793111
404	0.3913383473
405	0.3913187313
406	0.3912707377
407	0.3912575718
408	0.3912551545
409	0.3912437576
410	0.3912237349
411	0.3912096966
412	0.3912022121
413	0.3911879707
414	0.3911409288
415	0.3911160826
416	0.3911161583
417	0.3910903128
418	0.3910810508
419	0.3910722069
420	0.3910409415
421	0.3910391647
422	0.3910136347
423	0.3910058466
424	0.390998758
425	0.3909908668
426	0.3909632651
427	0.3909598711
428	0.3909418568
429	0.3909202306
430	0.390904755
431	0.3908851432
432	0.3908835218
433	0.3908375125
434	0.3907648389
435	0.3907540174
436	0.3907273727
437	0.3907255231
438	0.3907072186
439	0.3906888921
440	0.3906506565
441	0.3906377603
442	0.390614602
443	0.3905782697
444	0.3905701366
445	0.3905613864
446	0.3905351754
447	0.3905129407
448	0.3905056568
449	0.3904746829
450	0.3904614242
451	0.3904445965
452	0.390441125
453	0.3904224906
454	0.3903792575
455	0.3903684671
456	0.3903554808
457	0.3903390179
458	0.3903234414
459	0.3902896301
460	0.390274528
461	0.3902732166
462	0.3902722371
463	0.3902331087
464	0.390220719
465	0.3902100547
466	0.3901811616
467	0.3901686822
468	0.3901403897
469	0.3900909442
470	0.3900838968
471	0.3900761734
472	0.3900648095
473	0.3900534099
474	0.3900370375
475	0.3900247484
476	0.3899597352
477	0.3898807757
478	0.3898791732
479	0.3898491178
480	0.3898225905
481	0.3898227108
482	0.3897832516
483	0.3897695821
484	0.3897642184
485	0.3897478037
486	0.3897460598
487	0.389730102
488	0.3897273558
489	0.3896989781
490	0.3896921865
491	0.3896914598
492	0.389653315
493	0.3896499331
494	0.3896199826
495	0.3896046826
496	0.3895846133
497	0.3895470925
498	0.3894983827
499	0.3894633059
500	0.3894585851
501	0.3894555803
502	0.3894438116
503	0.3894418731
504	0.3893926595
505	0.3893862706
506	0.3893770842
507	0.3893770842
508	0.3893462921
509	0.3893454691
510	0.3892987993
511	0.3892708786
512	0.3892581727
513	0.3892538912
514	0.3892518407
515	0.3892429032
516	0.3892313406
517	0.3892296747
518	0.389214418
519	0.3891742461
520	0.3891679239
521	0.3891602693
522	0.3891591221
523	0.3891414313
524	0.3891312877
525	0.3891273383
526	0.3890673883
527	0.3890485736
528	0.3889881604
529	0.3889840667
530	0.388975553
531	0.3889734232
532	0.388945056
533	0.3889335688
534	0.3889316665
535	0.3889175031
536	0.388917169
537	0.3888433652
538	0.3888436194
539	0.3888081717
540	0.388791607
541	0.3887561219
542	0.3887355326
543	0.388728313
544	0.3887114059
545	0.388668087
546	0.3886637791
547	0.3886555167
548	0.3886514524
549	0.3885551272
550	0.3885536099
551	0.388543537
552	0.3885252991
553	0.3885198349
554	0.3884684463
555	0.3884663862
556	0.388442552
557	0.3884368697
558	0.3884340312
559	0.3884341838
560	0.3884241
561	0.3884158746
562	0.3884126012
563	0.3883990759
564	0.3883784239
565	0.3883408807
566	0.3883342064
567	0.3883050061
568	0.3882924516
569	0.3882871993
570	0.3882757705
571	0.3882359029
572	0.3882196412
573	0.3882196611
574	0.3881907462
575	0.3881829998
576	0.3881782367
577	0.3881598642
578	0.3881584081
579	0.38815777
580	0.3880904462
581	0.388074627
582	0.388073809
583	0.3880715691
584	0.3880710549
585	0.3880456924
586	0.3880373651
587	0.3879863612
588	0.3879746576
589	0.3879655661
590	0.3879392724
591	0.3879249496
592	0.3879048911
593	0.3878684188
594	0.3878636803
595	0.3878462321
596	0.3878295626
597	0.3877912597
598	0.3877899603
599	0.3877682997
600	0.3877633928
601	0.3877580193
602	0.3877526641
603	0.3877345844
604	0.3877311459
605	0.3876827569
606	0.387679315
607	0.3876790196
608	0.3876758173
609	0.3876717739
610	0.3876714936
611	0.3876714199
612	0.387669294
613	0.3876370427
614	0.3876359219
615	0.387613558
616	0.3876117584
617	0.3875931945
618	0.3875652503
619	0.3875628581
620	0.387561314
621	0.3875428752
622	0.3875415323
623	0.3875341967
624	0.3875041525
625	0.3874744374
626	0.3874607759
627	0.387431057
628	0.3874293083
629	0.3874246016
630	0.3874200992
631	0.3874145373
632	0.3874137916
633	0.3873969499
634	0.3873964009
635	0.3873639217
636	0.3873601103
637	0.3873552818
638	0.3873501399
639	0.3873488067
640	0.3873485146
641	0.3873206272
642	0.3873110803
643	0.3873073013
644	0.3873072837
645	0.3873033722
646	0.3873042751
647	0.3872790862
648	0.3872781628
649	0.3872686514
650	0.3872679565
651	0.3872583664
652	0.387253616
653	0.3872347049
654	0.3872164554
655	0.3872007442
656	0.3871981497
657	0.3871976533
658	0.3871971529
659	0.3871935186
660	0.3871866141
661	0.387178757
662	0.3871510314
663	0.3871494597
664	0.3871370044
665	0.3871345847
666	0.3871213348
667	0.3870967901
668	0.3870951641
669	0.387087121
670	0.38708752
671	0.387053799
672	0.3870526593
673	0.3870492329
674	0.3870270769
675	0.3870262124
676	0.3870065626
677	0.3870065242
678	0.3869983743
679	0.3869899501
680	0.3869640788
681	0.386959383
682	0.38695468
683	0.3869383498
684	0.3868925503
685	0.3868810379
686	0.3868746595
687	0.386874225
688	0.3868718904
689	0.3868719411
690	0.3868575081
691	0.3868419726
692	0.3868230444
693	0.3868200185
694	0.3867986768
695	0.3867986071
696	0.3867884411
697	0.3867875502
698	0.3867801679
699	0.3867796956
700	0.3867744585
701	0.3867731913
702	0.3867732859
703	0.3867566832
704	0.38675682
705	0.3867258759
706	0.3866917998
707	0.38669139
708	0.3866674629
709	0.386660087
710	0.3866352527
711	0.3866336804
712	0.3866329109
713	0.38662747
714	0.3866081845
715	0.3866084462
716	0.3866009761
717	0.3865682815
718	0.3865616756
719	0.3865597831
720	0.3865571404
721	0.3865562187
722	0.3865427651
723	0.3865411952
724	0.3865417583
725	0.3865166943
726	0.3865040643
727	0.3865047124
728	0.3864930266
729	0.3864876825
730	0.3864686647
731	0.3864657126
732	0.3864638275
733	0.3864384171
734	0.386436971
735	0.3864248908
736	0.386422917
737	0.3864147158
738	0.3864130992
739	0.3863985506
740	0.3863954338
741	0.3863952118
742	0.3863740362
743	0.3863740017
744	0.3863693875
745	0.3863615781
746	0.386352979
747	0.3863278748
748	0.3863279649
749	0.3862998621
750	0.3862825646
751	0.3862760436
752	0.3862611732
753	0.3862560468
754	0.3862470763
755	0.3862337464
756	0.3862048144
757	0.3862038646
758	0.3861976027
759	0.3861925696
760	0.3861876593
761	0.3861757049
762	0.3861620442
763	0.3861439386
764	0.3861419994
765	0.3861410597
766	0.3861386837
767	0.3861309954
768	0.3861308908
769	0.3861121029
770	0.386099777
771	0.3860917007
772	0.3860902416
773	0.3860828401
774	0.3860805132
775	0.3860789592
776	0.3860780234
777	0.3860598315
778	0.3860367647
779	0.3860367646
780	0.3860199563
781	0.3859893681
782	0.3859749174
783	0.3859755176
784	0.3859545299
785	0.3859538339
786	0.385911361
787	0.3858986276
788	0.3858987961
789	0.3858946008
790	0.3858927256
791	0.3858933327
792	0.3858928221
793	0.3858919578
794	0.3858895636
795	0.3858725081
796	0.3858466717
797	0.385846287
798	0.3858339771
799	0.3858147459
